Position Holder,Name of Share Issuer,ISIN,Net Short Position (%),Position Date
CITADEL EUROPE LLP,OUTOTEC OYJ,FI0009014575,1.18,06/07/2013
POLYGON GLOBAL PARTNERS LLP,TALVIVAARAN KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,0.62,06/07/2013
"MAVERICK CAPITAL, LTD.",OUTOTEC OYJ,FI0009014575,2.67,06/06/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NESTE OIL OYJ ,FI0009013296,0.66,06/06/2013
BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OUTOTEC OYJ,FI0009014575,0.6,06/05/2013
BOCAGE CAPITAL LLC,NESTE OIL OYJ,FI0009013296,0.51,06/05/2013
POLYGON GLOBAL PARTNERS LLP,TALVIVAARA MINING COMPANY PLC,FI0009014716,0.52,06/04/2013
UBS O'CONNOR LIMITED,OUTOTEC OYJ,FI0009014575,0.54,06/04/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,UPM KYMMENE,FI0009005987,1.51,06/04/2013
SOROBAN CAPITAL PARTNERS LP,NOKIA CORPORATION,FI0009000681,0.46,06/03/2013
MARSHALL WACE LLP,NOKIAN RENKAAT OYJ,FI0009005318,0.89,06/03/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,STORA ENSO OYJ,FI0009005961,0.86,06/03/2013
CITADEL EUROPE LLP,OUTOTEC OYJ,FI0009014575,1.2,06/03/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.72,05/31/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,1.3,05/30/2013
MARSHALL WACE LLP,NESTE OIL OYJ,FI0009013296,0.5,05/30/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,OUTOTEC OYJ,FI0009014575,0.74,05/29/2013
SAEMOR CAPITAL B.V.,RAUTARUUKKI OYJ,FI0009003552,0.61,05/29/2013
"DIALECTIC CAPITAL MANAGEMENT, LLC",OUTOTEC OYJ,FI0009014575,0.14,05/29/2013
"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",CARGOTEC,FI0009013429,0.59,05/29/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.67,05/29/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,OUTOTEC OYJ,FI0009014575,0.62,05/28/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,OUTOTEC OYJ,FI0009014575,0.54,05/27/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.76,05/24/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,0.85,05/23/2013
MARSHALL WACE LLP,OUTOTEC OYJ,FI0009014575,0.62,05/23/2013
LONE PINE CAPITAL LLC,STORA ENSO OYJ,FI0009005961,0.57,05/23/2013
LONE PINE CAPITAL LLC,STORA ENSO OYJ,FI0009005961,0.64,05/22/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,UPM KYMMENE OYJ,FI0009005987,1.42,05/22/2013
MARSHALL WACE LLP,ELISA OYJ,FI0009007884,0.46,05/22/2013
BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OUTOTEC OYJ,FI0009014575,0.59,05/22/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.84,05/22/2013
LONE PINE CAPITAL LLC,NOKIA OYJ,FI0009000681,1.32,05/21/2013
MARSHALL WACE LLP,ELISA OYJ,FI0009007884,0.52,05/21/2013
MARSHALL WACE LLP,OUTOTEC OYJ,FI0009014575,0.51,05/21/2013
MARSHALL WACE LLP,NOKIAN RENKAAT OYJ,FI0009005318,0.93,05/20/2013
LONE PINE CAPITAL LLC,NOKIA OYJ,FI0009000681,1.19,05/20/2013
BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OUTOTEC OYJ,FI0009014575,0.62,05/20/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,0.99,05/17/2013
LONE PINE CAPITAL LLC,NOKIA OYJ,FI0009000681,1.05,05/17/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.92,05/17/2013
MARSHALL WACE LLP,ELISA OYJ,FI0009007884,0.62,05/17/2013
BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OUTOTEC OYJ,FI0009014575,0.55,05/17/2013
MILLENNIUM CAPITAL PARTNERS LLP,OUTOTEC OYJ,FI0009014575,0.68,05/16/2013
"AQR CAPITAL MANAGEMENT, LLC",CARGOTEC OYJ,FI0009013429,0.51,05/16/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,1.25,05/16/2013
"MAVERICK CAPITAL, LTD.",OUTOTEC OYJ,FI0009014575,2.7,05/16/2013
LONE PINE CAPITAL LLC,STORA ENSO OYJ,FI0009005961,0.77,05/15/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,1.35,05/15/2013
MARSHALL WACE LLP,NOKIAN RENKAAT OYJ,FI0009005318,0.82,05/15/2013
MILLENNIUM CAPITAL PARTNERS LLP,OUTOTEC OYJ,FI0009014575,0.54,05/15/2013
MARSHALL WACE LLP,ELISA OYJ,FI0009007884,0.59,05/15/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,1.06,05/15/2013
"MAVERICK CAPITAL, LTD.",OUTOTEC OYJ,FI0009014575,2.64,05/14/2013
MERCHANTS' GATE CAPITAL LP,UPM-KYMMENE OYJ,FI0009005987,0.49,05/14/2013
FEST N.V. ,NOKIA OYJ,FI0009000681,0.71,05/14/2013
UBS O'CONNOR LIMITED,OUTOTEC OYJ,FI0009014575,0.44,05/14/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,1.12,05/14/2013
FEST N.V. ,NOKIA OYJ,FI0009000681,0.79,05/13/2013
"MAVERICK CAPITAL, LTD.",OUTOTEC OYJ,FI0009014575,2.52,05/13/2013
MERCHANTS' GATE CAPITAL LP,UPM-KYMMENE OYJ,FI0009005987,0.54,05/13/2013
MERCHANTS' GATE CAPITAL LP,UPM-KYMMENE OYJ,FI0009005987,0.61,05/10/2013
"ZBI EQUITIES, L.L.C.",STORA ENSO OYJ,FI0009005961,2.48,05/10/2013
LONE PINE CAPITAL LLC,STORA ENSO OYJ,FI0009005961,0.89,05/10/2013
"COATUE MANAGEMENT, L.L.C.",STORA ENSO OYJ,FI0009005961,0.34,05/10/2013
TURIYA ADVISORS ASIA LIMITED,NOKIAN RENKAAT OYJ,FI0009005318,1.23,05/08/2013
UBS O'CONNOR LIMITED,OUTOTEC OYJ,FI0009014575,0.54,05/08/2013
FIL FUND MANAGEMENT LIMITED,OUTOTEC OYJ,FI0009014575,0.68,05/08/2013
"COATUE MANAGEMENT, L.L.C.",STORA ENSO OYJ,FI0009005961,0.56,05/08/2013
MARSHALL WACE LLP,NOKIAN RENKAAT OYJ,FI0009005318,0.71,05/07/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,2.22,05/07/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,STORA ENSO R,FI0009005961,0.71,05/07/2013
"AXIAL CAPITAL MANAGEMENT, LLC",SANOMA OYJ ,FI0009007694,0.69,05/07/2013
ADELPHI CAPITAL LLP,KESKO OYJ,FI0009000202,0.74,05/06/2013
FIL FUND MANAGEMENT LIMITED,OUTOTEC OYJ,FI0009014575,0.53,05/06/2013
MARSHALL WACE LLP,NOKIAN RENKAAT OYJ,FI0009005318,0.64,05/03/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,2.09,05/03/2013
"CARLSON CAPITAL, L.P.",OUTOTEC OYJ,FI0009014575,0.54,05/03/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,1.54,05/03/2013
"MAVERICK CAPITAL, LTD.",NOKIA OYJ,FI0009000681,1.13,05/02/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,1.67,05/02/2013
UBS O'CONNOR LIMITED,OUTOTEC OYJ,FI0009014575,0.6,05/02/2013
"CARLSON CAPITAL, L.P.",OUTOTEC OYJ,FI0009014575,0.61,05/02/2013
TURIYA ADVISORS ASIA LIMITED,NOKIAN RENKAAT OYJ,FI0009005318,0.93,04/30/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,2.12,04/30/2013
UBS O'CONNOR LIMITED,OUTOTEC OYJ,FI0009014575,0.56,04/30/2013
"CARLSON CAPITAL, L.P.",OUTOTEC OYJ,FI0009014575,0.59,04/30/2013
MARSHALL WACE LLP,ELISA OYJ,FI0009007884,0.6,04/30/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,1.27,04/30/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,2.09,04/29/2013
"DISCOVERY CAPITAL MANAGEMENT, LLC",NOKIA OYJ,FI0009000681,1.51,04/29/2013
"LUXOR CAPITAL GROUP, LP",OUTOKUMPU OYJ,FI0009002422,2.62,04/29/2013
MARSHALL WACE LLP,NOKIAN RENKAAT OYJ,FI0009005318,0.5,04/29/2013
"MAVERICK CAPITAL, LTD.",OUTOTEC OYJ,FI0009014575,2.46,04/26/2013
CITADEL EUROPE LLP,OUTOTEC OYJ,FI0009014575,1.19,04/26/2013
MARSHALL WACE LLP,ELISA OYJ,FI0009007884,0.54,04/26/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.99,04/26/2013
"DIALECTIC CAPITAL MANAGEMENT, LLC",OUTOTEC OYJ,FI0009014575,0.57,04/26/2013
MARSHALL WACE LLP,ELISA OYJ,FI0009007884,0.49,04/25/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,1.36,04/25/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,1.45,04/24/2013
CITADEL EUROPE LLP,OUTOTEC OYJ,FI0009014575,1.0,04/24/2013
MARSHALL WACE LLP,ELISA OYJ,FI0009007884,0.5,04/24/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,1.58,04/23/2013
SOROBAN CAPITAL PARTNERS LP,NOKIA OYJ,FI0009000681,0.55,04/23/2013
"HIGHLINE CAPITAL MANAGEMENT, L.L.C.",STORA ENSO OYJ,FI0009005961,0.08,04/23/2013
CITADEL EUROPE LLP,OUTOTEC OYJ,FI0009014575,0.87,04/23/2013
"BLUE RIDGE CAPITAL, L.L.C.",METSO OYJ ,FI0009007835,1.38,04/23/2013
"DISCOVERY CAPITAL MANAGEMENT, LLC",NOKIA OYJ,FI0009000681,1.67,04/22/2013
"LUXOR CAPITAL GROUP, LP",OUTOKUMPU OYJ,FI0009002422,2.57,04/22/2013
ODEY ASSET MANAGEMENT LLP,METSO OYJ,FI0009007835,0.48,04/22/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,1.64,04/22/2013
"BLUE RIDGE CAPITAL, L.L.C.",METSO OYJ ,FI0009007835,0.96,04/22/2013
LONE PINE CAPITAL LLC,NOKIA OYJ,FI0009000681,0.97,04/19/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,1.74,04/19/2013
"DISCOVERY CAPITAL MANAGEMENT, LLC",NOKIA OYJ,FI0009000681,1.76,04/19/2013
"BLUE RIDGE CAPITAL, L.L.C.",METSO OYJ ,FI0009007835,0.79,04/19/2013
CITADEL EUROPE LLP,OUTOTEC OYJ,FI0009014575,0.65,04/19/2013
"MAVERICK CAPITAL, LTD.",NOKIA OYJ,FI0009000681,1.07,04/18/2013
CITADEL EUROPE LLP,OUTOTEC OYJ,FI0009014575,0.53,04/18/2013
FEST N.V. ,NOKIA OYJ,FI0009000681,0.86,04/18/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,1.82,04/18/2013
"BLUE RIDGE CAPITAL, L.L.C.",METSO OYJ ,FI0009007835,0.66,04/18/2013
HIGHBRIDGE CAPITAL MANAGEMENT LLC,OUTOTEC OYJ,FI0009014575,0.44,04/18/2013
"HOPLITE CAPITAL MANAGEMENT, LLC",NOKIA OYJ,FI0009000681,0.55,04/18/2013
FEST N.V. ,NOKIA OYJ,FI0009000681,0.95,04/17/2013
HIGHBRIDGE CAPITAL MANAGEMENT LLC,OUTOTEC OYJ,FI0009014575,0.5,04/17/2013
"BLUE RIDGE CAPITAL, L.L.C.",METSO OYJ ,FI0009007835,0.59,04/17/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,2.29,04/17/2013
MAGNETAR FINANCIAL (UK) LLP,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,0.0,04/17/2013
POLYGON GLOBAL PARTNERS LLP,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,0.08,04/17/2013
UBS O'CONNOR LIMITED,OUTOTEC OYJ,FI0009014575,0.61,04/17/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,UPM KYMMENE OYJ,FI0009005987,1.37,04/17/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,STORA ENSO OYJ,FI0009005961,0.63,04/17/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.7,04/16/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,2.4,04/16/2013
"LUXOR CAPITAL GROUP, LP",OUTOKUMPU OYJ,FI0009002422,2.6,04/16/2013
JANNE PAKARINEN,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,0.14,04/16/2013
SOTHIC CAPITAL MANAGEMENT LLP,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,0.0,04/16/2013
MARSHALL WACE LLP,NOKIAN RENKAAT OYJ,FI0009005318,0.49,04/16/2013
FEST N.V. ,NOKIA OYJ,FI0009000681,1.06,04/16/2013
MORGAN STANLEY,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,0.0,04/16/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,2.56,04/15/2013
MERCHANTS' GATE CAPITAL LP,STORA ENSO OYJ,FI0009005961,0.79,04/15/2013
HIGHBRIDGE CAPITAL MANAGEMENT LLC,OUTOTEC OYJ,FI0009014575,0.68,04/15/2013
JANNE PAKARINEN,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,1.17,04/15/2013
MORGAN STANLEY,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,0.55,04/12/2013
JANNE PAKARINEN,TALVIVAARA MINING COMPANY PLC,FI0009014716,1.21,04/12/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,2.64,04/12/2013
MILLENNIUM CAPITAL PARTNERS LLP,OUTOTEC OYJ,FI0009014575,0.39,04/11/2013
JANNE PAKARINEN,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,1.14,04/11/2013
"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",CARGOTEC OYJ,FI0009013429,0.6,04/11/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.62,04/11/2013
MARSHALL WACE LLP,NOKIAN RENKAAT OYJ,FI0009005318,0.5,04/10/2013
"COATUE MANAGEMENT, L.L.C.",NOKIA OYJ,FI0009000681,0.49,04/10/2013
HIGHBRIDGE CAPITAL MANAGEMENT LLC,OUTOTEC OYJ,FI0009014575,0.73,04/10/2013
JANNE PAKARINEN,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,1.08,04/10/2013
MERCHANTS' GATE CAPITAL LP,UPM-KYMMENE OYJ,FI0009005987,0.79,04/09/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.59,04/09/2013
SAEMOR CAPITAL B.V.,RAUTARUUKKI OYJ,FI0009003552,0.52,04/09/2013
JANNE PAKARINEN,TALVIVAARA KAIVOSOSAKEYHTKÖ OYJ,FI0009014716,0.96,04/09/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,STORA ENSO OYJ,FI0009005961,0.7,04/09/2013
JANNE PAKARINEN,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,1.36,04/08/2013
ADAGE CAPITAL MANAGEMENT L.P.,OUTOKUMPU OYJ,FI0009002422,0.55,04/08/2013
"AXIAL CAPITAL MANAGEMENT, LLC",SANOMA OYJ ,FI0009007694,0.7,04/08/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.67,04/05/2013
JANNE PAKARINEN,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,0.61,04/05/2013
"LUXOR CAPITAL GROUP, LP",OUTOKUMPU OYJ,FI0009002422,2.51,04/05/2013
UBS O'CONNOR LIMITED,OUTOTEC OYJ,FI0009014575,0.52,04/05/2013
UBS O'CONNOR LIMITED,OUTOTEC OYJ,FI0009014575,0.49,04/04/2013
LANSDOWNE PARTNERS LIMITED,METSO OYJ,FI0009007835,0.37,04/04/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.73,04/03/2013
LANSDOWNE PARTNERS LIMITED,METSO OYJ,FI0009007835,0.5,04/03/2013
"LUXOR CAPITAL GROUP, LP",OUTOKUMPU OYJ,FI0009002422,2.43,04/03/2013
"D. E. SHAW & CO., L.P.",NESTE OIL OYJ,FI0009013296,0.5,04/03/2013
MAGNETAR FINANCIAL (UK) LLP,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,0.51,04/03/2013
UBS O'CONNOR LIMITED,OUTOTEC OYJ,FI0009014575,0.51,04/03/2013
LANSDOWNE PARTNERS LIMITED,METSO OYJ,FI0009007835,0.63,04/02/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NESTE OIL OYJ ,FI0009013296,0.7,04/02/2013
"LUXOR CAPITAL GROUP, LP",OUTOKUMPU OYJ,FI0009002422,2.28,04/02/2013
SOROBAN CAPITAL PARTNERS LP,STORA ENSO OYJ,FI0009005961,1.03,04/02/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,2.77,04/02/2013
ADAGE CAPITAL MANAGEMENT L.P.,OUTOKUMPU OYJ,FI0009002422,0.29,04/02/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.67,04/02/2013
"DISCOVERY CAPITAL MANAGEMENT, LLC",NOKIA OYJ,FI0009000681,1.8,03/28/2013
"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",CARGOTEC OYJ,FI0009013429,0.58,03/28/2013
SOROBAN CAPITAL PARTNERS LP,UPM-KYMMENE OYJ,FI0009005987,0.91,03/28/2013
SOROBAN CAPITAL PARTNERS LP,STORA ENSO OYJ,FI0009005961,0.94,03/28/2013
GAM INVESTMENT MANAGEMENT (SWITZERLAND) LTD. - LUGANO BRANCH,SANOMA OYJ,FI0009007694,0.54,03/28/2013
"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",CARGOTEC OYJ,FI0009013429,0.6,03/27/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,STORA ENSO OYJ,FI0009005961,0.65,03/27/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.58,03/27/2013
SOROBAN CAPITAL PARTNERS LP,STORA ENSO OYJ,FI0009005961,0.86,03/27/2013
SOROBAN CAPITAL PARTNERS LP,UPM-KYMMENE OYJ,FI0009005987,0.89,03/27/2013
LANSDOWNE PARTNERS LIMITED,METSO OYJ,FI0009007835,0.79,03/27/2013
UBS O'CONNOR LIMITED,OUTOTEC OYJ,FI0009014575,0.62,03/27/2013
"AXIAL CAPITAL MANAGEMENT, LLC",SANOMA OYJ ,FI0009007694,0.68,03/26/2013
LANSDOWNE PARTNERS LIMITED,METSO OYJ,FI0009007835,1.5,03/26/2013
POLYGON GLOBAL PARTNERS LLP,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,1.2,03/26/2013
SOROBAN CAPITAL PARTNERS LP,UPM-KYMMENE OYJ,FI0009005987,0.77,03/26/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.6,03/25/2013
LANSDOWNE PARTNERS LIMITED,METSO OYJ,FI0009007835,1.61,03/25/2013
SOROBAN CAPITAL PARTNERS LP,UPM-KYMMENE OYJ,FI0009005987,0.64,03/22/2013
SOROBAN CAPITAL PARTNERS LP,STORA ENSO OYJ,FI0009005961,0.74,03/22/2013
SOROBAN CAPITAL PARTNERS LP,STORA ENSO OYJ,FI0009005961,0.68,03/21/2013
MILLENNIUM CAPITAL PARTNERS LLP,OUTOTEC OYJ,FI0009014575,0.59,03/21/2013
ODEY ASSET MANAGEMENT LLP,METSO OYJ,FI0009007835,0.61,03/21/2013
SOROBAN CAPITAL PARTNERS LP,UPM-KYMMENE OYJ,FI0009005987,0.58,03/21/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.56,03/21/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,2.8,03/21/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NESTE OIL OYJ ,FI0009013296,0.69,03/21/2013
POLYGON GLOBAL PARTNERS LLP,TALVIVAARA MINING COMPANY PLC,FI0009014716,1.02,03/20/2013
ODEY ASSET MANAGEMENT LLP,KEMIRA OYJ,FI0009004824,1.2,03/20/2013
"FORE RESEARCH & MANAGEMENT, LP",NOKIA OYJ,FI0009000681,0.45,03/20/2013
CARLSON CAPITAL UK LLP,OUTOTEC OYJ,FI0009014575,1.61,03/20/2013
COLUMBUS CIRCLE INVESTORS,TIETO OYJ,FI0009000277,0.47,03/19/2013
MILLENNIUM CAPITAL PARTNERS LLP,OUTOTEC OYJ,FI0009014575,0.6,03/19/2013
ADAGE CAPITAL MANAGEMENT L.P.,OUTOKUMPU OYJ,FI0009002422,1.18,03/19/2013
COLUMBUS CIRCLE INVESTORS,TIETO OYJ,FI0009000277,0.52,03/18/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NOKIA OYJ,FI0009000681,0.49,03/18/2013
"PENNANT CAPITAL MANAGEMENT, LLC",OUTOKUMPU OYJ,FI0009002422,1.2,03/18/2013
"COATUE MANAGEMENT, L.L.C.",NOKIA OYJ,FI0009000681,0.56,03/18/2013
TURIYA ADVISORS ASIA LIMITED,NOKIAN RENKAAT OYJ,FI0009005318,0.84,03/15/2013
FEST N.V. ,NOKIA OYJ,FI0009000681,1.18,03/15/2013
"DISCOVERY CAPITAL MANAGEMENT, LLC",NOKIA OYJ,FI0009000681,1.79,03/15/2013
MILLENNIUM CAPITAL PARTNERS LLP,OUTOTEC OYJ,FI0009014575,0.59,03/15/2013
COLUMBUS CIRCLE INVESTORS,TIETO OYJ,FI0009000277,0.48,03/15/2013
"COATUE MANAGEMENT, L.L.C.",NOKIA OYJ,FI0009000681,0.49,03/15/2013
"ARISTEIA CAPITAL, L.L.C.",CITYCON OYJ,FI0009002471,0.19,03/15/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,2.79,03/15/2013
"BROOKSIDE CAPITAL MANAGEMENT, LLC",NOKIA OYJ,FI0009000681,0.4,03/15/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NOKIA OYJ,FI0009000681,0.53,03/15/2013
"AQR CAPITAL MANAGEMENT, LLC",KONECRANES OYJ,FI0009005870,0.48,03/15/2013
TURIYA ADVISORS ASIA LIMITED,NOKIAN RENKAAT OYJ,FI0009005318,0.77,03/14/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NOKIA OYJ,FI0009000681,0.7,03/14/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NESTE OIL OYJ ,FI0009013296,0.7,03/14/2013
TURIYA ADVISORS ASIA LIMITED,NOKIAN RENKAAT OYJ,FI0009005318,0.55,03/13/2013
POLYGON GLOBAL PARTNERS LLP,TALVIVAARA KAIVOSOSAKEYHTIÖ OYJ,FI0009014716,0.92,03/11/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NESTE OIL OYJ ,FI0009013296,0.69,03/08/2013
SOROBAN CAPITAL PARTNERS LP,NOKIA OYJ,FI0009000681,0.62,03/07/2013
HIGHBRIDGE CAPITAL MANAGEMENT LLC,OUTOTEC OYJ,FI0009014575,0.63,03/07/2013
"LUXOR CAPITAL GROUP, LP",OUTOKUMPU,FI0009002422,2.33,03/07/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NESTE OIL OYJ ,FI0009013296,0.72,03/07/2013
"DISCOVERY CAPITAL MANAGEMENT, LLC",NOKIA OYJ,FI0009000681,1.83,03/06/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,2.8,03/06/2013
HIGHBRIDGE CAPITAL MANAGEMENT LLC,OUTOTEC OYJ,FI0009014575,0.52,03/05/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NESTE OIL OYJ ,FI0009013296,0.88,03/05/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,1.7,03/05/2013
MILLENNIUM CAPITAL PARTNERS LLP,OUTOTEC OYJ,FI0009014575,0.6,03/05/2013
MARSHALL WACE LLP,NOKIAN RENKAAT OYJ,FI0009005318,0.49,03/05/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NOKIA OYJ,FI0009000681,0.61,03/05/2013
VIKING GLOBAL INVESTORS LP,NOKIA OYJ,FI0009000681,2.79,03/04/2013
FEST N.V.,NOKIA OYJ,FI0009000681,1.3,03/04/2013
ODEY ASSET MANAGEMENT LLP,METSO OYJ,FI0009007835,0.58,03/04/2013
STEADFAST CAPITAL MANAGEMENT LP,NOKIA OYJ,FI0009000681,0.49,03/04/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,1.64,03/04/2013
UBS O'CONNOR LIMITED,OUTOTEC OYJ,FI0009014575,0.57,03/04/2013
"LUXOR CAPITAL GROUP, LP",OUTOKUMPU OYJ,FI0009002422,2.25,03/04/2013
"LUXOR CAPITAL GROUP, LP",OUTOKUMPU OYJ,FI0009002422,2.34,03/01/2013
MARSHALL WACE LLP,ELISA OYJ,FI0009007884,0.48,03/01/2013
"FORE RESEARCH & MANAGEMENT, LP",NOKIA OYJ,FI0009000681,0.59,03/01/2013
"LUXOR CAPITAL GROUP, LP",OUTOKUMPU OYJ,FI0009002422,2.47,02/28/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,1.5,02/28/2013
MARSHALL WACE LLP,ELISA OYJ,FI0009007884,0.5,02/27/2013
"ARISTEIA CAPITAL, L.L.C.",CITYCON OYJ,FI0009002471,0.69,02/27/2013
"MAVERICK CAPITAL, LTD.",STORA ENSO OYJ,FI0009005961,1.39,02/27/2013
AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,STORA ENSO OYJ,FI0009005961,0.54,02/26/2013
COLUMBUS CIRCLE INVESTORS,TIETO OYJ,FI0009000277,0.59,02/26/2013
OXFORD ASSET MANAGEMENT,METSÄ BOARD OYJ,FI0009000665,0.49,02/26/2013
"S.A.C. CAPITAL ADVISORS, L.P.",NOKIA OYJ,FI0009000681,0.56,02/26/2013
MERCHANTS' GATE CAPITAL LP,STORA ENSO OYJ,FI0009005961,0.85,02/26/2013
ODEY ASSET MANAGEMENT LLP,KEMIRA OYJ,FI0009004824,1.13,02/26/2013
